"Categorical","Categorical","IGNORE","Output regression","IGNORE","Categorical","Categorical","Categorical","Categorical","IGNORE"
736,3,2013-01-02,4495,501,1,0,0,1,8.41094339157353
737,3,2013-01-02,5806,979,1,0,0,1,8.66681936537205
738,3,2013-01-02,7180,640,1,0,0,1,8.87919392811032
739,3,2013-01-02,7813,674,1,0,0,1,8.96367227561502
740,3,2013-01-02,4954,389,1,0,0,1,8.50815244676409
741,3,2013-01-02,6155,764,1,0,0,1,8.72518249495877
742,3,2013-01-02,6826,811,1,0,0,1,8.82864061741828
743,3,2013-01-02,3106,425,1,0,0,1,8.04141290939305
744,3,2013-01-02,7167,834,1,0,0,1,8.87738195465477
745,3,2013-01-02,7363,774,1,0,0,1,8.90435854235297
746,3,2013-01-02,4558,430,1,0,0,1,8.42485858021344
747,3,2013-01-02,6767,700,1,0,0,1,8.81996090128606
748,3,2013-01-02,4036,407,1,0,0,1,8.30325712085294
749,3,2013-01-02,5350,681,1,0,0,1,8.5850387383113
750,3,2013-01-02,3495,328,1,0,0,1,8.15937473677543
751,3,2013-01-02,3921,566,1,0,0,1,8.27435700675629
752,3,2013-01-02,5377,523,1,0,0,1,8.59007183682881
753,3,2013-01-02,7956,720,1,0,0,1,8.98180732337753
754,3,2013-01-02,8868,1158,1,0,0,1,9.09031732937645
755,3,2013-01-02,10285,930,1,0,0,1,9.23853902633486
756,3,2013-01-02,14883,2465,1,0,0,1,9.60804208946651
757,3,2013-01-02,5127,496,1,0,0,1,8.54247099860051
758,3,2013-01-02,5028,700,1,0,0,1,8.52297643617196
759,3,2013-01-02,6082,789,1,0,0,1,8.7132532743207
760,3,2013-01-02,8412,1396,1,0,0,1,9.03753340755081
761,3,2013-01-02,9258,1081,1,0,0,1,9.13335133044805
762,3,2013-01-02,0,0,0,0,0,1,0
763,3,2013-01-02,5006,518,1,0,0,1,8.51859221232995
764,3,2013-01-02,2516,324,1,0,0,1,7.83082299513532
765,3,2013-01-02,8020,743,1,0,0,1,8.98981838136693
766,3,2013-01-02,4891,447,1,0,0,1,8.49535649680706
767,3,2013-01-02,6087,666,1,0,0,1,8.71407489954152
768,3,2013-01-02,11803,1315,1,0,0,1,9.37619373606283
769,3,2013-01-02,7276,2339,1,0,0,1,8.89247396834709
770,3,2013-01-02,6299,810,1,0,0,1,8.74830491237962
771,3,2013-01-02,7211,769,1,0,0,1,8.88350158432321
772,3,2013-01-02,3081,428,1,0,0,1,8.03333401588006
773,3,2013-01-02,5955,864,1,0,0,1,8.6921543938039
774,3,2013-01-02,5508,770,1,0,0,1,8.61413839747272
775,3,2013-01-02,6813,533,1,0,0,1,8.82673459822091
776,3,2013-01-02,4303,568,1,0,0,1,8.36730010184162
777,3,2013-01-02,2739,270,1,0,0,1,7.91571319938212
778,3,2013-01-02,5845,825,1,0,0,1,8.67351294567119
779,3,2013-01-02,6884,742,1,0,0,1,8.83710041116275
780,3,2013-01-02,6272,812,1,0,0,1,8.74400998809674
781,3,2013-01-02,4134,626,1,0,0,1,8.32724260745779
782,3,2013-01-02,3594,389,1,0,0,1,8.18729927015515
783,3,2013-01-02,6116,706,1,0,0,1,8.71882705924257
784,3,2013-01-02,7785,850,1,0,0,1,8.9600825281704
785,3,2013-01-02,3418,373,1,0,0,1,8.1371033896393
786,3,2013-01-02,2910,502,1,0,0,1,7.97625194374562
787,3,2013-01-02,9908,1213,1,0,0,1,9.2011987140589
788,3,2013-01-02,17934,1791,1,0,0,1,9.79450938996638
789,3,2013-01-02,3219,461,1,0,0,1,8.07713663853845
790,3,2013-01-02,6676,651,1,0,0,1,8.80642406385787
791,3,2013-01-02,5806,690,1,0,0,1,8.66681936537205
792,3,2013-01-02,6753,729,1,0,0,1,8.81789020094551
793,3,2013-01-02,3473,362,1,0,0,1,8.15306194680105
794,3,2013-01-02,2991,544,1,0,0,1,8.00369733909437
795,3,2013-01-02,3800,443,1,0,0,1,8.24301946898925
796,3,2013-01-02,5993,621,1,0,0,1,8.69851424787661
797,3,2013-01-02,3248,349,1,0,0,1,8.0861025356691
798,3,2013-01-02,7941,1066,1,0,0,1,8.9799204116912
799,3,2013-01-02,9131,851,1,0,0,1,9.11954000764969
800,3,2013-01-02,5009,477,1,0,0,1,8.51919119407891
801,3,2013-01-02,4276,472,1,0,0,1,8.36100710822691
802,3,2013-01-02,5469,468,1,0,0,1,8.60703389541603
803,3,2013-01-02,5727,491,1,0,0,1,8.65312170864048
804,3,2013-01-02,4294,423,1,0,0,1,8.36520683441836
805,3,2013-01-02,6709,666,1,0,0,1,8.81135422996573
806,3,2013-01-02,6102,509,1,0,0,1,8.71653573254449
807,3,2013-01-02,9469,973,1,0,0,1,9.15588418618012
808,3,2013-01-02,5844,528,1,0,0,1,8.67334187390617
809,3,2013-01-02,8704,853,1,0,0,1,9.07165285220229
810,3,2013-01-02,4941,442,1,0,0,1,8.50552538654856
811,3,2013-01-02,4607,786,1,0,0,1,8.43554920237573
812,3,2013-01-02,6269,882,1,0,0,1,8.74353163362697
813,3,2013-01-02,5191,625,1,0,0,1,8.55487425838393
814,3,2013-01-02,7405,636,1,0,0,1,8.91004576147356
815,3,2013-01-02,9852,1024,1,0,0,1,9.19553125632248
816,3,2013-01-02,6184,943,1,0,0,1,8.72988228482659
817,3,2013-01-02,25357,3462,1,0,0,1,10.1408495410879
818,3,2013-01-02,4323,512,1,0,0,1,8.3719361787591
819,3,2013-01-02,5947,550,1,0,0,1,8.69081030758005
820,3,2013-01-02,12338,1155,1,0,0,1,9.42052025689853
821,3,2013-01-02,6809,886,1,0,0,1,8.82614739914356
822,3,2013-01-02,7988,672,1,0,0,1,8.98582087448204
823,3,2013-01-02,5105,570,1,0,0,1,8.53817159780143
824,3,2013-01-02,5264,645,1,0,0,1,8.56883642456808
825,3,2013-01-02,3842,470,1,0,0,1,8.25400859056484
826,3,2013-01-02,7910,755,1,0,0,1,8.9760094750214
827,3,2013-01-02,12086,1654,1,0,0,1,9.39988577385946
828,3,2013-01-02,4767,587,1,0,0,1,8.46968220874519
829,3,2013-01-02,5397,826,1,0,0,1,8.59378379357795
830,3,2013-01-02,4926,497,1,0,0,1,8.50248556254396
831,3,2013-01-02,11443,1577,1,0,0,1,9.34522085417
832,3,2013-01-02,5658,516,1,0,0,1,8.64100247714252
833,3,2013-01-02,4974,483,1,0,0,1,8.51218064959269
834,3,2013-01-02,6609,732,1,0,0,1,8.79633893284573
835,3,2013-01-02,5008,696,1,0,0,1,8.51899157335762
836,3,2013-01-02,5875,799,1,0,0,1,8.67863153729377
837,3,2013-01-02,2300,333,1,0,0,1,7.74109909003537
838,3,2013-01-02,6674,740,1,0,0,1,8.80612448326845
839,3,2013-01-02,5282,703,1,0,0,1,8.57224939716431
840,3,2013-01-02,7654,1125,1,0,0,1,8.94311430809178
841,3,2013-01-02,3038,491,1,0,0,1,8.01928379291679
842,3,2013-01-02,20355,1257,1,0,0,1,9.92113098770872
843,3,2013-01-02,9877,1343,1,0,0,1,9.19806534110057
844,3,2013-01-02,3977,521,1,0,0,1,8.28853445941392
845,3,2013-01-02,3224,255,1,0,0,1,8.07868822922987
846,3,2013-01-02,6954,796,1,0,0,1,8.84721610435754
847,3,2013-01-02,7011,1108,1,0,0,1,8.85537824604113
848,3,2013-01-02,5048,700,1,0,0,1,8.52694548285892
849,3,2013-01-02,7102,851,1,0,0,1,8.86827250899781
850,3,2013-01-02,4612,600,1,0,0,1,8.43663368355782
851,3,2013-01-02,4959,432,1,0,0,1,8.50916101971897
852,3,2013-01-02,4586,614,1,0,0,1,8.43098149459717
853,3,2013-01-02,9796,1161,1,0,0,1,9.18983149534464
854,3,2013-01-02,5562,716,1,0,0,1,8.62389281007529
855,3,2013-01-02,4984,600,1,0,0,1,8.51418868239594
856,3,2013-01-02,7073,1001,1,0,0,1,8.86418136976543
857,3,2013-01-02,7359,997,1,0,0,1,8.90381521172292
858,3,2013-01-02,4471,416,1,0,0,1,8.40559101483493
859,3,2013-01-02,8222,819,1,0,0,1,9.0146903849709
860,3,2013-01-02,4379,609,1,0,0,1,8.38480400337049
861,3,2013-01-02,2320,411,1,0,0,1,7.74975340627444
862,3,2013-01-02,9073,1264,1,0,0,1,9.11316846022391
863,3,2013-01-02,8279,1051,1,0,0,1,9.02159824737931
864,3,2013-01-02,4147,562,1,0,0,1,8.33038156934942
865,3,2013-01-02,5448,532,1,0,0,1,8.6031873845831
866,3,2013-01-02,5285,396,1,0,0,1,8.57281709516423
867,3,2013-01-02,3815,399,1,0,0,1,8.24695803256818
868,3,2013-01-02,9741,670,1,0,0,1,9.18420171436649
869,3,2013-01-02,4952,888,1,0,0,1,8.50774873258824
870,3,2013-01-02,6858,871,1,0,0,1,8.83331693749932
871,3,2013-01-02,4850,394,1,0,0,1,8.48694014824522
872,3,2013-01-02,6810,714,1,0,0,1,8.82629423124132
873,3,2013-01-02,4084,576,1,0,0,1,8.3150770072941
874,3,2013-01-02,3806,448,1,0,0,1,8.2445967563825
875,3,2013-01-02,4658,458,1,0,0,1,8.4465561118168
876,3,2013-01-02,8596,1003,1,0,0,1,9.05916858417444
877,3,2013-01-02,7170,1009,1,0,0,1,8.87780039388258
878,3,2013-01-02,7953,775,1,0,0,1,8.98143022576764
879,3,2013-01-02,3077,326,1,0,0,1,8.03203531439882
880,3,2013-01-02,6735,751,1,0,0,1,8.81522155592216
881,3,2013-01-02,4011,666,1,0,0,1,8.29704514908183
882,3,2013-01-02,10037,1259,1,0,0,1,9.21413317021488
883,3,2013-01-02,5323,566,1,0,0,1,8.579980179515
884,3,2013-01-02,4796,480,1,0,0,1,8.47574600150206
885,3,2013-01-02,4198,638,1,0,0,1,8.34260168068419
886,3,2013-01-02,6028,612,1,0,0,1,8.70433643848941
887,3,2013-01-02,6160,603,1,0,0,1,8.72599438101457
888,3,2013-01-02,6653,713,1,0,0,1,8.80297345657842
889,3,2013-01-02,3996,465,1,0,0,1,8.29329935871132
890,3,2013-01-02,3878,339,1,0,0,1,8.26333266743997
891,3,2013-01-02,8145,1187,1,0,0,1,9.00528228820836
892,3,2013-01-02,7403,833,1,0,0,1,8.90977567369339
893,3,2013-01-02,6833,946,1,0,0,1,8.82966543267524
894,3,2013-01-02,7927,1126,1,0,0,1,8.97815607600982
895,3,2013-01-02,8047,809,1,0,0,1,8.99317889233952
896,3,2013-01-02,6677,1058,1,0,0,1,8.8065738205036
897,3,2013-01-02,2581,314,1,0,0,1,7.85631957140659
898,3,2013-01-02,6536,775,1,0,0,1,8.78523362361273
899,3,2013-01-02,4279,551,1,0,0,1,8.36170828857584
900,3,2013-01-02,5803,578,1,0,0,1,8.66630261400408
901,3,2013-01-02,6772,655,1,0,0,1,8.8206993992149
902,3,2013-01-02,4969,660,1,0,0,1,8.51117511909067
903,3,2013-01-02,12015,839,1,0,0,1,9.39399437400392
904,3,2013-01-02,4500,464,1,0,0,1,8.41205487329293
905,3,2013-01-02,10433,1624,1,0,0,1,9.25282498358234
906,3,2013-01-02,10706,1318,1,0,0,1,9.27865301215827
907,3,2013-01-02,5314,782,1,0,0,1,8.57828829077605
908,3,2013-01-02,3564,329,1,0,0,1,8.1789193328484
909,3,2013-01-02,9220,939,1,0,0,1,9.12923877053914
910,3,2013-01-02,4758,582,1,0,0,1,8.46779284112111
911,3,2013-01-02,9469,939,1,0,0,1,9.15588418618012
912,3,2013-01-02,5392,816,1,0,0,1,8.59285709533723
913,3,2013-01-02,7994,1148,1,0,0,1,8.98657162526805
914,3,2013-01-02,9435,1219,1,0,0,1,9.15228744052757
915,3,2013-01-02,6461,547,1,0,0,1,8.77369414638444
916,3,2013-01-02,5150,714,1,0,0,1,8.54694614956558
917,3,2013-01-02,6360,754,1,0,0,1,8.7579408766788
918,3,2013-01-02,4471,534,1,0,0,1,8.40559101483493
919,3,2013-01-02,5545,664,1,0,0,1,8.62083222617572
920,3,2013-01-02,4481,475,1,0,0,1,8.40782465436087
921,3,2013-01-02,12383,1432,1,0,0,1,9.42416059582951
922,3,2013-01-02,6349,669,1,0,0,1,8.75621009188674
923,3,2013-01-02,5299,639,1,0,0,1,8.57546209954021
924,3,2013-01-02,3711,418,1,0,0,1,8.21932609390609
925,3,2013-01-02,5763,1278,1,0,0,1,8.65938695711941
926,3,2013-01-02,4932,456,1,0,0,1,8.50370260123374
927,3,2013-01-02,5737,809,1,0,0,1,8.65486599654131
928,3,2013-01-02,5670,587,1,0,0,1,8.64312074801403
929,3,2013-01-02,5011,663,1,0,0,1,8.51959031601596
930,3,2013-01-02,7798,1317,1,0,0,1,8.9617507993305
931,3,2013-01-02,3574,476,1,0,0,1,8.18172045512811
932,3,2013-01-02,7047,781,1,0,0,1,8.86049916761602
933,3,2013-01-02,7987,1099,1,0,0,1,8.98569569453571
934,3,2013-01-02,5340,678,1,0,0,1,8.58316818033977
935,3,2013-01-02,4975,622,1,0,0,1,8.51238163441901
936,3,2013-01-02,6913,1002,1,0,0,1,8.84130362048157
937,3,2013-01-02,5848,540,1,0,0,1,8.67402598544303
938,3,2013-01-02,8551,968,1,0,0,1,9.05392045270488
939,3,2013-01-02,5832,554,1,0,0,1,8.67128672675364
940,3,2013-01-02,5675,705,1,0,0,1,8.64400203827993
941,3,2013-01-02,4179,537,1,0,0,1,8.3380665255188
942,3,2013-01-02,3941,346,1,0,0,1,8.27944348771267
943,3,2013-01-02,5630,530,1,0,0,1,8.63604232525462
944,3,2013-01-02,9470,1560,1,0,0,1,9.1559897772261
945,3,2013-01-02,3854,522,1,0,0,1,8.25712628599743
946,3,2013-01-02,3908,555,1,0,0,1,8.27103686579295
947,3,2013-01-02,7934,1198,1,0,0,1,8.97903863296051
948,3,2013-01-02,3643,1089,1,0,0,1,8.20083725837985
949,3,2013-01-02,5145,523,1,0,0,1,8.54597499284169
950,3,2013-01-02,5268,569,1,0,0,1,8.56959587020929
951,3,2013-01-02,5399,596,1,0,0,1,8.59415423255237
952,3,2013-01-02,7049,555,1,0,0,1,8.86078289580631
953,3,2013-01-02,5272,623,1,0,0,1,8.57035473953047
954,3,2013-01-02,6470,968,1,0,0,1,8.77508593505727
955,3,2013-01-02,2942,315,1,0,0,1,7.98718474823347
956,3,2013-01-02,4072,620,1,0,0,1,8.31213510764841
957,3,2013-01-02,6854,844,1,0,0,1,8.83273359199642
958,3,2013-01-02,5826,722,1,0,0,1,8.67025756714308
959,3,2013-01-02,7316,834,1,0,0,1,8.89795568688403
960,3,2013-01-02,5024,459,1,0,0,1,8.52218073292728
961,3,2013-01-02,6664,682,1,0,0,1,8.80462523261281
962,3,2013-01-02,4972,771,1,0,0,1,8.51177855871474
963,3,2013-01-02,9532,1058,1,0,0,1,9.16251474249358
964,3,2013-01-02,8837,1398,1,0,0,1,9.08681588569068
965,3,2013-01-02,8972,990,1,0,0,1,9.10197534729806
966,3,2013-01-02,4662,640,1,0,0,1,8.44741429680832
967,3,2013-01-02,9898,1072,1,0,0,1,9.20018902091981
968,3,2013-01-02,7031,936,1,0,0,1,8.85822643936501
969,3,2013-01-02,1949,410,1,0,0,1,7.57558465155779
970,3,2013-01-02,3240,421,1,0,0,1,8.08363720314155
971,3,2013-01-02,7702,1105,1,0,0,1,8.94936514235297
972,3,2013-01-02,2947,387,1,0,0,1,7.98888225330923
973,3,2013-01-02,3830,513,1,0,0,1,8.25088114470065
974,3,2013-01-02,11397,1559,1,0,0,1,9.34119318039495
975,3,2013-01-02,7251,811,1,0,0,1,8.88903257187474
976,3,2013-01-02,6670,732,1,0,0,1,8.80552505270952
977,3,2013-01-02,3021,433,1,0,0,1,8.01367414283268
978,3,2013-01-02,7595,1086,1,0,0,1,8.93537707193218
979,3,2013-01-02,3755,502,1,0,0,1,8.23110984032815
980,3,2013-01-02,6983,563,1,0,0,1,8.85137709751944
981,3,2013-01-02,6002,689,1,0,0,1,8.70001462325184
982,3,2013-01-02,7320,666,1,0,0,1,8.89850220964664
983,3,2013-01-02,12003,1811,1,0,0,1,9.39299520656026
984,3,2013-01-02,4916,802,1,0,0,1,8.50045386741194
985,3,2013-01-02,5851,709,1,0,0,1,8.67453876214002
986,3,2013-01-02,10937,1504,1,0,0,1,9.29999824390672
987,3,2013-01-02,7083,996,1,0,0,1,8.86559399890272
988,3,2013-01-02,4992,829,1,0,0,1,8.51579221050061
989,3,2013-01-02,4048,542,1,0,0,1,8.30622521603216
990,3,2013-01-02,5421,541,1,0,0,1,8.59822003005861
991,3,2013-01-02,6681,648,1,0,0,1,8.8071726229167
992,3,2013-01-02,5485,759,1,0,0,1,8.60995467149755
993,3,2013-01-02,7843,820,1,0,0,1,8.96750418731624
994,3,2013-01-02,3381,396,1,0,0,1,8.12622252945853
995,3,2013-01-02,7519,764,1,0,0,1,8.92532141694389
996,3,2013-01-02,4436,604,1,0,0,1,8.39773375137891
997,3,2013-01-02,4213,402,1,0,0,1,8.34616759436413
998,3,2013-01-02,4041,522,1,0,0,1,8.30449489796357
999,3,2013-01-02,5867,502,1,0,0,1,8.67726913926287
1000,3,2013-01-02,7930,757,1,0,0,1,8.97853441008332
1001,3,2013-01-02,4224,633,1,0,0,1,8.34877453979127
1002,3,2013-01-02,4867,676,1,0,0,1,8.49043845410742
1003,3,2013-01-02,7916,934,1,0,0,1,8.97676762517143
1004,3,2013-01-02,4366,423,1,0,0,1,8.38183155348556
1005,3,2013-01-02,6528,1034,1,0,0,1,8.78400907118663
1006,3,2013-01-02,5590,803,1,0,0,1,8.62891344102665
1007,3,2013-01-02,5810,796,1,0,0,1,8.66750795207511
1008,3,2013-01-02,4344,678,1,0,0,1,8.37678103769949
1009,3,2013-01-02,4359,444,1,0,0,1,8.38022733634308
1010,3,2013-01-02,6940,721,1,0,0,1,8.84520113533958
1011,3,2013-01-02,7049,900,1,0,0,1,8.86078289580631
1012,3,2013-01-02,3922,418,1,0,0,1,8.27461194620955
1013,3,2013-01-02,3897,477,1,0,0,1,8.26821888006751
1014,3,2013-01-02,12407,1504,1,0,0,1,9.42609670485638
1015,3,2013-01-02,5573,507,1,0,0,1,8.62586820804189
1016,3,2013-01-02,4330,486,1,0,0,1,8.37355374121463
1017,3,2013-01-02,7046,1131,1,0,0,1,8.86035727332702
1018,3,2013-01-02,11498,1472,1,0,0,1,9.35001535404867
1019,3,2013-01-02,5918,598,1,0,0,1,8.68592279469073
1020,3,2013-01-02,9680,1240,1,0,0,1,9.17792048072007
1021,3,2013-01-02,8903,1075,1,0,0,1,9.09425589295538
1022,3,2013-01-02,5584,697,1,0,0,1,8.6278397115033
1023,3,2013-01-02,4937,640,1,0,0,1,8.50471566990512
1024,3,2013-01-02,5123,732,1,0,0,1,8.54169066301663
1025,3,2013-01-02,6676,810,1,0,0,1,8.80642406385787
1026,3,2013-01-02,8320,1237,1,0,0,1,9.02653771890043
1027,3,2013-01-02,9515,1510,1,0,0,1,9.16072987142285
1028,3,2013-01-02,3529,482,1,0,0,1,8.16905314992734
1029,3,2013-01-02,4272,637,1,0,0,1,8.36007143564403
1030,3,2013-01-02,3232,343,1,0,0,1,8.08116577772543
1031,3,2013-01-02,4392,424,1,0,0,1,8.38776764397578
1032,3,2013-01-02,9977,1198,1,0,0,1,9.20813794842098
1033,3,2013-01-02,13811,1408,1,0,0,1,9.53329305850988
1034,3,2013-01-02,6026,748,1,0,0,1,8.70400465348304
1035,3,2013-01-02,4564,579,1,0,0,1,8.42617379302907
1036,3,2013-01-02,4967,504,1,0,0,1,8.51077262361331
1037,3,2013-01-02,6357,901,1,0,0,1,8.75746914147075
1038,3,2013-01-02,5653,493,1,0,0,1,8.64011853825354
1039,3,2013-01-02,7069,1051,1,0,0,1,8.86361575889062
1040,3,2013-01-02,8032,864,1,0,0,1,8.99131333617381
1041,3,2013-01-02,5593,622,1,0,0,1,8.6294498737619
1042,3,2013-01-02,3628,548,1,0,0,1,8.19671240721307
1043,3,2013-01-02,9703,1361,1,0,0,1,9.18029345062389
1044,3,2013-01-02,6413,995,1,0,0,1,8.7662383802531
1045,3,2013-01-02,8282,975,1,0,0,1,9.02196050059826
1046,3,2013-01-02,6832,614,1,0,0,1,8.82951909478078
1047,3,2013-01-02,3927,484,1,0,0,1,8.27588566947436
1048,3,2013-01-02,5125,454,1,0,0,1,8.54208090692402
1049,3,2013-01-02,3633,631,1,0,0,1,8.19808924895612
1050,3,2013-01-02,6350,462,1,0,0,1,8.75636755980297
1051,3,2013-01-02,4834,802,1,0,0,1,8.48363640788739
1052,3,2013-01-02,7238,836,1,0,0,1,8.88723835429314
1053,3,2013-01-02,7750,962,1,0,0,1,8.95557714628151
1054,3,2013-01-02,5755,673,1,0,0,1,8.65799806800726
1055,3,2013-01-02,7397,1007,1,0,0,1,8.9089649723924
1056,3,2013-01-02,2267,254,1,0,0,1,7.72665366484764
1057,3,2013-01-02,4569,549,1,0,0,1,8.42726848388825
1058,3,2013-01-02,5742,657,1,0,0,1,8.6557370008643
1059,3,2013-01-02,7222,1115,1,0,0,1,8.88502565805085
1060,3,2013-01-02,6650,877,1,0,0,1,8.80252249828442
1061,3,2013-01-02,5866,427,1,0,0,1,8.67709870892586
1062,3,2013-01-02,6096,576,1,0,0,1,8.71555212590782
1063,3,2013-01-02,3500,507,1,0,0,1,8.16080392095467
1064,3,2013-01-02,8964,1121,1,0,0,1,9.10108338603923
1065,3,2013-01-02,5012,594,1,0,0,1,8.5197898172635
1066,3,2013-01-02,10939,1198,1,0,0,1,9.30018107597597
1067,3,2013-01-02,5474,479,1,0,0,1,8.6079475546847
1068,3,2013-01-02,3185,267,1,0,0,1,8.06652149046999
1069,3,2013-01-02,5685,850,1,0,0,1,8.64576229221094
1070,3,2013-01-02,6375,888,1,0,0,1,8.76029622047005
1071,3,2013-01-02,6019,776,1,0,0,1,8.70284253830287
1072,3,2013-01-02,6443,680,1,0,0,1,8.77090474429687
1073,3,2013-01-02,6613,903,1,0,0,1,8.79694389354174
1074,3,2013-01-02,3260,454,1,0,0,1,8.08978917578932
1075,3,2013-01-02,12956,1181,1,0,0,1,9.46939146162881
1076,3,2013-01-02,3459,528,1,0,0,1,8.14902386805177
1077,3,2013-01-02,4704,558,1,0,0,1,8.45638105201948
1078,3,2013-01-02,4231,405,1,0,0,1,8.35042997353814
1079,3,2013-01-02,7566,669,1,0,0,1,8.93155196669452
1080,3,2013-01-02,12755,858,1,0,0,1,9.45375702812995
1081,3,2013-01-02,0,0,0,0,0,1,0
1082,3,2013-01-02,7367,1151,1,0,0,1,8.90490157793514
1083,3,2013-01-02,3541,292,1,0,0,1,8.17244681834278
1084,3,2013-01-02,5296,807,1,0,0,1,8.57489590154453
1085,3,2013-01-02,7323,791,1,0,0,1,8.8989119057944
1086,3,2013-01-02,9308,1083,1,0,0,1,9.13873695311649
1087,3,2013-01-02,5839,599,1,0,0,1,8.67248607582227
1088,3,2013-01-02,4731,517,1,0,0,1,8.46210322509828
1089,3,2013-01-02,9048,920,1,0,0,1,9.11040953335113
1090,3,2013-01-02,5642,812,1,0,0,1,8.63817111796914
1091,3,2013-01-02,6448,639,1,0,0,1,8.77168035901038
1092,3,2013-01-02,11054,1158,1,0,0,1,9.31063809329155
1093,3,2013-01-02,7765,944,1,0,0,1,8.95751051029161
1094,3,2013-01-02,5330,432,1,0,0,1,8.58129411682276
1095,3,2013-01-02,3927,618,1,0,0,1,8.27588566947436
1096,3,2013-01-02,4330,528,1,0,0,1,8.37355374121463
1097,3,2013-01-02,6688,1819,1,0,0,1,8.80821966511841
1098,3,2013-01-02,5819,878,1,0,0,1,8.66905554072548
1099,3,2013-01-02,11883,1477,1,0,0,1,9.3829482365825
1100,3,2013-01-02,4343,674,1,0,0,1,8.37655086161377
1101,3,2013-01-02,8587,928,1,0,0,1,9.05812115899867
1102,3,2013-01-02,6676,689,1,0,0,1,8.80642406385787
1103,3,2013-01-02,3154,277,1,0,0,1,8.05674377497531
1104,3,2013-01-02,4161,388,1,0,0,1,8.33375100695358
1105,3,2013-01-02,2814,361,1,0,0,1,7.94271754057379
1106,3,2013-01-02,5099,620,1,0,0,1,8.53699581871242
1107,3,2013-01-02,3955,525,1,0,0,1,8.2829886927426
1108,3,2013-01-02,6220,701,1,0,0,1,8.73568594451502
1109,3,2013-01-02,4576,444,1,0,0,1,8.42879904065364
1110,3,2013-01-02,4126,507,1,0,0,1,8.32530602975258
1111,3,2013-01-02,5097,505,1,0,0,1,8.53660358493606
1112,3,2013-01-02,10797,892,1,0,0,1,9.28711621077823
1113,3,2013-01-02,6218,753,1,0,0,1,8.73536440110389
1114,3,2013-01-02,20642,3401,1,0,0,1,9.93513155787059
1115,3,2013-01-02,3697,305,1,0,0,1,8.21554741194707
1,4,2013-01-03,4327,578,1,0,0,1,8.37286082052632
2,4,2013-01-03,4159,555,1,0,0,1,8.33327035325531
3,4,2013-01-03,5902,721,1,0,0,1,8.68321597524069
4,4,2013-01-03,8247,1248,1,0,0,1,9.0177260256968
5,4,2013-01-03,3465,491,1,0,0,0,8.15075647027555
6,4,2013-01-03,5398,689,1,0,0,0,8.59396903021829
7,4,2013-01-03,7231,867,1,0,0,1,8.88627090207201
8,4,2013-01-03,4842,662,1,0,0,1,8.48528964240323
9,4,2013-01-03,4602,453,1,0,0,1,8.43446354381724
10,4,2013-01-03,4675,491,1,0,0,1,8.45019832259196
11,4,2013-01-03,7375,1123,1,0,0,1,8.90598676523643
12,4,2013-01-03,4867,712,1,0,0,1,8.49043845410742
13,4,2013-01-03,3674,292,1,0,0,1,8.20930841164694
14,4,2013-01-03,4169,548,1,0,0,1,8.33567131479285
15,4,2013-01-03,5140,548,1,0,0,1,8.54500289205551
16,4,2013-01-03,5650,654,1,0,0,1,8.63958779962984
17,4,2013-01-03,5102,768,1,0,0,1,8.53758388106397
18,4,2013-01-03,5083,619,1,0,0,1,8.53385363230935
19,4,2013-01-03,4038,443,1,0,0,1,8.30375241556341
20,4,2013-01-03,7356,818,1,0,0,1,8.90340751993226
21,4,2013-01-03,3975,422,1,0,0,1,8.28803156777646
22,4,2013-01-03,3894,462,1,0,0,1,8.26744895830485
23,4,2013-01-03,4701,439,1,0,0,1,8.45574322910002
24,4,2013-01-03,6753,711,1,0,0,1,8.81789020094551
25,4,2013-01-03,10409,1587,1,0,0,1,9.25052216160901
26,4,2013-01-03,5654,529,1,0,0,1,8.64029538855022
27,4,2013-01-03,7893,1064,1,0,0,1,8.97385825622279
28,4,2013-01-03,5287,641,1,0,0,1,8.57319538153152
29,4,2013-01-03,4554,456,1,0,0,1,8.42398080969406
30,4,2013-01-03,6219,987,1,0,0,1,8.73552518573323
31,4,2013-01-03,5623,578,1,0,0,1,8.6347984334905
32,4,2013-01-03,2676,349,1,0,0,1,7.89245204352035
33,4,2013-01-03,7987,823,1,0,0,1,8.98569569453571
34,4,2013-01-03,6870,947,1,0,0,1,8.83506493503108
35,4,2013-01-03,5955,517,1,0,0,1,8.6921543938039
36,4,2013-01-03,7407,892,1,0,0,1,8.91031577632602
37,4,2013-01-03,7081,901,1,0,0,1,8.86531163267185
38,4,2013-01-03,3995,415,1,0,0,1,8.29304913976844
39,4,2013-01-03,3527,525,1,0,0,1,8.16848641712668
40,4,2013-01-03,4511,642,1,0,0,1,8.4144957931779
41,4,2013-01-03,4194,303,1,0,0,1,8.34164861890131
42,4,2013-01-03,6925,896,1,0,0,1,8.84303772496237
43,4,2013-01-03,5790,564,1,0,0,1,8.66406026722579
44,4,2013-01-03,3853,491,1,0,0,1,8.25686684897431
45,4,2013-01-03,4368,389,1,0,0,1,8.38228942895144
46,4,2013-01-03,4177,553,1,0,0,1,8.33758794211651
47,4,2013-01-03,6199,855,1,0,0,1,8.73230457103318
48,4,2013-01-03,3989,470,1,0,0,1,8.29154650988391
49,4,2013-01-03,4622,379,1,0,0,1,8.43879912398823
50,4,2013-01-03,3388,296,1,0,0,1,8.12829017160705
